subject_id	DRAFT ID (not imported yet)	subject_label	subject_category	predicate_id	object_id	object_label	mapping_justification	mapping_source	mapping_date	confidence	author_id	comment	See also	
	wd:Q134366424	Capsicum annuum 'Nemezis'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134006476	Capsicum annuum 'Orangeflame'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134366466	Capsicum annuum 'Pinokkio'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134366508	Capsicum annuum 'Pritavit'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134453342	Capsicum annuum 'Escamillo'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134453852	Capsicum annuum 'Early Perfect Italian'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134454263	Capsicum annuum 'Early Red'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134454321	Capsicum annuum 'Jedi'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd.Q134454400	Capsicum annuum 'Flavorburst'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134359169	Pepper cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134449035	Zea mays group 'Maize'	cultivar group - Wikidata	skos:broadMatch	NCBITaxon:4577	Zea mays	ManualMappingCuration	https://w.wiki/EEVT	May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q134449247	Zea mays 'cacahuazintle'	cultivar - Wikidata	subclass of - Wikidata	wd:Q134449035	Maize cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q27068180	Mangifera indica group 'Mango'	cultivar group - Wikidata	skos:broadMatch	NCBITaxon_29780	Mangifera indica	ManualMappingCuration	https://w.wiki/EEVX	May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
	wd:Q4812898	Mangifera indica 'Ataulfo'	cultivar - Wikidata	subclass of - Wikidata	wd:Q27068180	Mango cultivar	ManualMappingCuration		May 20, 2025	1	https://orcid.org/0000-0003-3653-3805			
